basin,date,lat,lon,gear,sci_name,species,n
Calcasieu,4/29/2009,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,5/7/2009,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,5/7/2009,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,7/14/2009,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/22/2009,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/11/2009,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,8/11/2009,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,1/21/2010,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2/10/2010,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,4/26/2010,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/19/2010,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,5/19/2010,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,5/19/2010,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,5/25/2010,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,6/7/2010,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/22/2010,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/12/2010,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,1/27/2011,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,9
Calcasieu,4/13/2011,29.83472,-93.37306,Gillnet,Menippe Mercenaria,Florida Stone Crab,1
Calcasieu,5/5/2011,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,6/8/2011,29.83472,-93.37306,Gillnet,Atractosteus Spatula,Alligator Gar,1
Calcasieu,7/27/2011,29.83472,-93.37306,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,9/13/2011,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,10/12/2011,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/29/2011,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,12/12/2011,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,1/23/2012,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,6/6/2012,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/18/2012,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/20/2012,29.83472,-93.37306,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/20/2012,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,12/11/2012,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2/15/2013,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,6/21/2013,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,2/5/2014,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,4/25/2014,29.83472,-93.37306,Gillnet,Chaetodipterus Faber,Atlantic Spadefish,1
Calcasieu,4/25/2014,29.83472,-93.37306,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,5/19/2014,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,6/4/2014,29.83472,-93.37306,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,6/17/2014,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,7/23/2014,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,8/20/2014,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,10/8/2014,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,12/1/2014,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2/3/2015,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,4/7/2015,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,6/18/2015,29.83472,-93.37306,Gillnet,Chaetodipterus Faber,Atlantic Spadefish,2
Calcasieu,6/18/2015,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,9
Calcasieu,7/14/2015,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,2/10/2016,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2/10/2016,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,4/28/2016,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,9
Calcasieu,5/18/2016,29.83472,-93.37306,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,7/20/2016,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,8/22/2017,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2/14/2018,29.83472,-93.37306,Gillnet,Archosargus Probatocephalus,Sheepshead,1
Calcasieu,4/18/2018,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/27/2018,29.83472,-93.37306,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,9/27/2018,29.83472,-93.37306,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,11/8/2018,29.83472,-93.37306,Gillnet,Archosargus Probatocephalus,Sheepshead,1
Calcasieu,11/8/2018,29.83472,-93.37306,Gillnet,Bagre Marinus,Gafftopsail Catfish,4
Calcasieu,3/24/1992,29.87972,-93.38028,Gillnet,Herring Spp.,Herring Spp.,1
Calcasieu,4/22/1992,29.87972,-93.38028,Gillnet,Archosargus Probatocephalus,Sheepshead,1
Calcasieu,4/22/1992,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,6/4/1992,29.87972,-93.38028,Gillnet,Paralichthys Lethostigma,Southern Flounder,1
Calcasieu,7/8/1992,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,5
Calcasieu,7/8/1992,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,4
Calcasieu,10/19/1992,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1/21/1993,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,2/22/1993,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,4/12/1993,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/4/1993,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,6/10/1993,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,6/10/1993,29.87972,-93.38028,Gillnet,Lepisosteus Spp,Gar Spp,1
Calcasieu,6/23/1993,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,8/4/1993,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,9/8/1993,29.87972,-93.38028,Gillnet,Chaetodipterus Faber,Atlantic Spadefish,1
Calcasieu,3/29/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,4/27/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,5/19/1994,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,5/23/1994,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,5/23/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,5/23/1994,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,6/20/1994,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,6/20/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/20/1994,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,7/26/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,8/22/1994,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/13/1994,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,9
Calcasieu,10/19/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/29/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,12/7/1994,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,12/7/1994,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,3/23/1995,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,2
Calcasieu,3/23/1995,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/24/1995,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,2
Calcasieu,5/24/1995,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/19/1995,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,8/7/1995,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,8/22/1995,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,4
Calcasieu,8/22/1995,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/25/1995,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,10/9/1995,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,5
Calcasieu,11/15/1995,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,11/15/1995,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,16
Calcasieu,12/12/1995,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,3/25/1996,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,3/25/1996,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,11
Calcasieu,3/25/1996,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,49
Calcasieu,6/12/1996,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,7/11/1996,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,8/7/1996,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/7/1996,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/14/1996,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,10/9/1996,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,12/13/1996,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,12
Calcasieu,12/13/1996,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,2/18/1997,29.87972,-93.38028,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2/18/1997,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,3/24/1997,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,13
Calcasieu,3/24/1997,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,4/10/1997,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,7/7/1997,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,7/7/1997,29.87972,-93.38028,Gillnet,Lepisosteus Oculatus,Spotted Gar,1
Calcasieu,8/6/1997,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/25/1997,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,9/8/1997,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,9/8/1997,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,10/16/1997,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,12/8/1997,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2/9/1998,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,2/9/1998,29.87972,-93.38028,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,3/26/1998,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,5/11/1998,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,5/11/1998,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,5/21/1998,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,18
Calcasieu,7/15/1998,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,7/21/1998,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/4/1998,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/18/1998,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/18/1998,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/22/1998,29.87972,-93.38028,Gillnet,Archosargus Probatocephalus,Sheepshead,1
Calcasieu,9/22/1998,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,9/22/1998,29.87972,-93.38028,Gillnet,Paralichthys Lethostigma,Southern Flounder,1
Calcasieu,10/21/1998,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,12/1/1998,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1/25/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2/8/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,2/8/1999,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,4/20/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/17/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,4
Calcasieu,7/20/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/30/1999,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/3/1999,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,8/3/1999,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,8/26/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/26/1999,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/26/1999,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,8/26/1999,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,25
Calcasieu,9/28/1999,29.87972,-93.38028,Gillnet,Chaetodipterus Faber,Atlantic Spadefish,4
Calcasieu,9/28/1999,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,11/22/1999,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/22/1999,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,484
Calcasieu,4/17/2000,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,4/25/2000,29.87972,-93.38028,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,5/15/2000,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/15/2000,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,5/22/2000,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/12/2000,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,6/26/2000,29.87972,-93.38028,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,6/26/2000,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/7/2000,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/7/2000,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/14/2000,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,10/12/2000,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/29/2001,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/29/2001,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,7/5/2001,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/9/2001,29.87972,-93.38028,Gillnet,Dasyatis Americana,Southern Stingray,1
Calcasieu,9/26/2001,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,12/10/2001,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,1/28/2002,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,1/28/2002,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,4
Calcasieu,3/18/2002,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,5/21/2002,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,7/17/2002,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/17/2002,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,7/23/2002,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/20/2002,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/20/2002,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,12/16/2002,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,4
Calcasieu,3/17/2003,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,9
Calcasieu,4/14/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,15
Calcasieu,4/28/2003,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,5/19/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,6/3/2003,29.87972,-93.38028,Gillnet,Bagre Marinus,Gafftopsail Catfish,1
Calcasieu,7/7/2003,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,7/22/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/6/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,7
Calcasieu,8/6/2003,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,8/19/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/19/2003,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/10/2003,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/23/2003,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,10/6/2003,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,10/6/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,11/20/2003,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,11/20/2003,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,12/9/2003,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,12/9/2003,29.87972,-93.38028,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2/16/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,3/17/2004,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,4/7/2004,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,4/15/2004,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,2
Calcasieu,4/15/2004,29.87972,-93.38028,Gillnet,Brevoortia Patronus,Gulf Menhaden,1
Calcasieu,4/15/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,9
Calcasieu,5/19/2004,29.87972,-93.38028,Gillnet,Bagre Marinus,Gafftopsail Catfish,2
Calcasieu,5/19/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/2/2004,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,6/2/2004,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,7/19/2004,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,7/19/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,7/19/2004,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,7/19/2004,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,7/22/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/18/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/18/2004,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,4
Calcasieu,8/18/2004,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,8/18/2004,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,1
Calcasieu,8/24/2004,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,8/24/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,8/24/2004,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,9/14/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,9/21/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,10/1/2004,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,4
Calcasieu,11/16/2004,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,11/16/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,12/7/2004,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,33
Calcasieu,12/7/2004,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,9
Calcasieu,1/20/2005,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,4
Calcasieu,1/20/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,6
Calcasieu,1/20/2005,29.87972,-93.38028,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,2/11/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,61
Calcasieu,3/21/2005,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,4
Calcasieu,4/12/2005,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,4/12/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,3
Calcasieu,4/12/2005,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,4/12/2005,29.87972,-93.38028,Gillnet,Pogonias Cromis,Black Drum,1
Calcasieu,4/12/2005,29.87972,-93.38028,Gillnet,Sciaenops Ocellatus,Red Drum,4
Calcasieu,4/19/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,5/6/2005,29.87972,-93.38028,Gillnet,Cynoscion Nebulosus,Spotted Seatrout,1
Calcasieu,5/6/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,2
Calcasieu,5/6/2005,29.87972,-93.38028,Gillnet,Mugil Cephalus,Striped Mullet,1
Calcasieu,5/10/2005,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,2
Calcasieu,5/10/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
Calcasieu,6/14/2005,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,3
Calcasieu,6/14/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,13
Calcasieu,6/14/2005,29.87972,-93.38028,Gillnet,Micropogonias Undulatus,Atlantic Croaker,1
Calcasieu,7/8/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,8
Calcasieu,7/13/2005,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,8/9/2005,29.87972,-93.38028,Gillnet,Arius Felis,Sea Catfish,1
Calcasieu,8/9/2005,29.87972,-93.38028,Gillnet,Callinectes Sapidus,Blue Crab,1
Calcasieu,8/9/2005,29.87972,-93.38028,Gillnet,Dorosoma Cepedianum,Gizzard Shad,1
